marital_status,application_mode,application_order,course,course_time,education_level,previous_grade,nationality,mother_education,father_education,mother_occupation,father_occupation,admission_grade,is_displaced,has_special_needs,is_debtor,is_tuition_paid,gender,is_scholarship_holder,age_at_enrollment,is_international,s1_credited,s1_enrolled,s1_evaluated,s1_approved,s1_grade,s1_not_evaluated,s2_credited,s2_enrolled,s2_evaluated,s2_approved,s2_grade,s2_not_evaluated,unemployment_rate,inflation_rate,gdp,status,avg_grade,avg_grade_bin,avg_admission_grade_bin,unemployment_bin,inflation_bin,gdp_bin
single,2nd phase - general contingent,4,Journalism and Communication,daytime,Secondary,60.5,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Unskilled workers,Machine operators,60.150000000000006,1,0,1,1,male,1,19,0,0,6,6,6,68.33333335,0,0,6,6,6,66.66666665000001,0,8.9,1.4,3.51,Graduate,67.5,61-80,50-70,Very Low,Medium,Very High
single,2nd phase - general contingent,4,Nursing,daytime,Secondary,75.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,65.4,0,0,0,1,male,1,22,0,0,7,7,7,74.21428569999999,0,0,8,9,8,75.2777778,0,16.2,0.3,-0.92,Graduate,74.74603174999999,61-80,50-70,Very High,Low,Medium
married,Over 23 years old,1,Social Service (evening attendance),evening,Secondary,60.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Farmers & agriculture,58.5,0,0,0,1,male,0,33,0,0,6,8,6,60.0,0,0,6,6,6,58.33333335,0,10.8,1.4,1.74,Graduate,59.166666675,41-60,50-70,Low,Medium,High
single,1st phase - general contingent,6,Basic Education,daytime,Secondary,56.99999999999999,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,55.1,1,0,0,1,male,0,20,0,0,6,8,5,61.0,0,0,6,7,5,61.0,0,10.8,1.4,1.74,Dropout,61.0,61-80,50-70,Low,Medium,High
single,Over 23 years old,1,Management (evening attendance),evening,Bachelors degree,70.0,Portuguese,Higher education (diploma),Higher education (diploma),"Specialists (science, law, etc.)","Specialists (science, law, etc.)",77.85,1,0,0,1,male,0,35,0,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout,0.0,0-20,70-100,Low,Medium,High
single,Over 23 years old,1,Agronomy,daytime,Masters degree,80.0,Portuguese,Higher education (diploma),Higher education (diploma),Admin staff,"Specialists (science, law, etc.)",90.2,0,0,1,1,male,0,24,0,6,12,17,6,60.83333335,0,7,12,14,10,66.5,0,12.4,0.5,1.79,Dropout,63.666666675,61-80,70-100,Medium,Low,High
single,2nd phase - general contingent,1,Tourism,daytime,Secondary,60.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Admin staff,Admin staff,62.74999999999999,0,0,0,1,male,0,18,0,0,5,6,5,60.0,0,0,5,8,3,56.666666649999996,0,12.7,3.7,-1.7,Enrolled,58.333333325,41-60,50-70,Medium,Very High,Low
married,Over 23 years old,1,Social Service (evening attendance),evening,Secondary,65.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Farmers & agriculture,55.00000000000001,1,0,0,1,female,0,33,0,0,6,7,6,55.00000000000001,0,0,6,11,5,55.00000000000001,0,9.4,-0.8,-3.12,Graduate,55.00000000000001,41-60,50-70,Low,Very Low,Very Low
single,Transfer,1,Nursing,daytime,Secondary,80.0,Portuguese,Basic 1st cycle (4th-5th),Basic 2nd cycle (6th-8th),Unskilled workers,Skilled industry workers,80.5,1,0,0,1,female,1,22,0,0,8,8,7,65.4,0,0,8,8,7,65.4,0,10.8,1.4,1.74,Graduate,65.4,61-80,70-100,Low,Medium,High
single,Over 23 years old,1,Advertising and Marketing Management,daytime,Secondary,60.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Personal services & sales,50.0,0,0,0,1,female,1,25,0,0,5,7,4,52.5,0,0,5,7,5,57.99999999999999,0,9.4,-0.8,-3.12,Graduate,55.25,41-60,0-50,Low,Very Low,Very Low
single,2nd phase - general contingent,1,Communication Design,daytime,Secondary,62.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Admin staff,Student,58.8,1,0,0,1,male,0,20,0,0,6,9,6,53.333333350000004,1,0,6,6,5,55.99999999999999,0,7.6,2.6,0.32,Graduate,54.666666675,41-60,50-70,Very Low,High,Medium
single,1st phase - general contingent,6,Management,daytime,Secondary,71.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,64.35,1,0,0,1,male,0,23,0,0,5,6,4,70.0,0,0,5,5,5,69.0,0,11.1,0.6,2.02,Enrolled,69.5,61-80,50-70,Medium,Low,Very High
single,Change of course,2,Informatics Engineering,daytime,Secondary,57.49999999999999,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Unskilled workers,Farmers & agriculture,56.10000000000001,1,0,1,1,male,0,18,0,0,5,9,2,50.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Enrolled,25.0,21-40,50-70,Very High,High,Very Low
single,Over 23 years old,1,Nursing,daytime,Secondary,66.55,Portuguese,Secondary,Secondary,Admin staff,Military professions,50.4,0,0,0,1,male,0,24,0,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,0.0,0-20,50-70,High,Very Low,High
single,2nd phase - general contingent,2,Journalism and Communication,daytime,Secondary,66.55,Brazilian,Basic 3rd cycle (9th-11th),Secondary,Unskilled workers,Unskilled workers,52.5,1,0,0,0,female,0,21,1,0,6,6,6,70.0,0,0,6,6,6,67.5,0,8.9,1.4,3.51,Graduate,68.75,61-80,50-70,Very Low,Medium,Very High
single,International student (bachelor),1,Equinculture,daytime,Secondary,66.55,Brazilian,Secondary,Secondary,Admin staff,Admin staff,50.0,0,0,0,1,female,0,26,1,0,6,7,2,60.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout,30.0,21-40,0-50,Very Low,Medium,Very High
married,Over 23 years old,1,Basic Education,daytime,11th grade - not completed,66.55,Portuguese,Basic 1st cycle (4th-5th),Unknown,Student,Student,57.75,0,0,0,1,female,0,39,0,0,6,12,3,63.33333335,0,0,6,14,0,0.0,1,7.6,2.6,0.32,Dropout,31.666666675,21-40,50-70,Very Low,High,Medium
married,Over 23 years old,1,Social Service (evening attendance),evening,Secondary,66.55,Portuguese,Basic 1st cycle (4th-5th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,56.99999999999999,0,0,0,1,female,0,44,0,2,8,11,8,59.375,0,0,6,7,6,61.66666665,0,12.7,3.7,-1.7,Graduate,60.520833325,61-80,50-70,Medium,Very High,Low
single,International student (bachelor),1,Informatics Engineering,daytime,Secondary,65.0,Santomean,Basic 2nd cycle (6th-8th),Higher education (diploma),Unskilled workers,"Specialists (science, law, etc.)",68.5,1,0,0,1,male,0,19,1,0,5,9,5,70.0,0,0,5,11,3,66.25,0,13.9,-0.3,0.79,Enrolled,68.125,61-80,50-70,High,Very Low,High
single,1st phase - general contingent,5,Journalism and Communication,daytime,Secondary,67.5,Portuguese,Basic 1st cycle (4th-5th),Secondary,Personal services & sales,Personal services & sales,62.45,1,0,0,1,female,0,18,0,0,6,6,6,68.33333335,0,0,6,6,6,66.66666665000001,0,8.9,1.4,3.51,Graduate,67.5,61-80,50-70,Very Low,Medium,Very High
single,1st phase - general contingent,5,Nursing,daytime,Secondary,66.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Skilled industry workers,Skilled industry workers,60.150000000000006,1,0,0,1,female,1,18,0,0,7,7,7,68.75,0,0,8,9,8,72.3888889,0,12.4,0.5,1.79,Graduate,70.56944444999999,61-80,50-70,Medium,Low,High
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,67.5,Portuguese,Secondary,Bachelors degree,Unskilled workers,Govt & executive leaders,67.15,1,0,0,1,female,0,19,0,0,5,7,5,71.0,2,0,5,7,5,69.0,0,12.7,3.7,-1.7,Enrolled,70.0,61-80,50-70,Medium,Very High,Low
single,1st phase - general contingent,4,Nursing,daytime,Secondary,57.49999999999999,Portuguese,Higher education (diploma),Higher education (diploma),"Specialists (science, law, etc.)","Specialists (science, law, etc.)",55.75,1,0,1,0,female,0,19,0,0,7,10,4,59.80000000000001,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,29.900000000000006,21-40,50-70,High,Very Low,High
single,Short cycle diploma holders,1,Veterinary Nursing,daytime,Professional higher technical course,65.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Unskilled workers,Unskilled workers,64.4,0,0,0,1,female,0,21,0,7,10,12,8,64.375,0,4,9,14,5,67.0,0,8.9,1.4,3.51,Dropout,65.6875,61-80,50-70,Very Low,Medium,Very High
married,Over 23 years old,1,Social Service (evening attendance),evening,Secondary,65.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Farmers & agriculture,Personal services & sales,56.75,1,0,0,1,female,0,36,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,0.0,0-20,50-70,Low,Very Low,Very Low
divorced,Over 23 years old,1,Agronomy,daytime,11th-grade,66.55,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Farmers & agriculture,80.0,0,0,0,1,female,0,43,0,13,18,19,18,73.15789475,0,10,13,14,13,71.15384614999999,1,15.5,2.8,-4.06,Graduate,72.15587045,61-80,70-100,Very High,High,Very Low
single,3rd phase - general contingent,1,Basic Education,daytime,Secondary,61.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Skilled industry workers,58.70000000000001,1,0,0,1,female,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,0.0,0-20,50-70,Medium,Low,Very High
single,Change of institution/course,1,Communication Design,daytime,Secondary,65.0,Portuguese,Higher education (diploma),Secondary,"Specialists (science, law, etc.)",Machine operators,61.1,0,0,1,1,female,0,20,0,4,10,12,10,65.0,0,5,11,11,11,61.36363635000001,0,11.1,0.6,2.02,Graduate,63.181818175000004,61-80,50-70,Medium,Low,Very High
single,1st phase - general contingent,2,Social Service,daytime,Secondary,61.0,Portuguese,Basic 1st cycle (4th-5th),Basic 2nd cycle (6th-8th),Admin staff,Skilled industry workers,59.099999999999994,1,0,0,1,female,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,0.0,0-20,50-70,Very High,Low,Medium
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,56.49999999999999,Portuguese,Secondary,Secondary,Admin staff,Admin staff,53.349999999999994,1,0,0,1,female,0,20,0,0,6,15,4,71.0,0,0,6,17,4,66.25,0,15.5,2.8,-4.06,Dropout,68.625,61-80,50-70,Very High,High,Very Low
single,1st phase - general contingent,5,Nursing,daytime,Secondary,55.50000000000001,Portuguese,Higher education (diploma),Masters degree,Admin staff,Technicians & associate professionals,54.1,1,0,0,1,female,0,20,0,2,7,9,6,66.33333335,0,0,7,10,5,61.5,0,12.4,0.5,1.79,Dropout,63.916666675,61-80,50-70,Medium,Low,High
single,2nd phase - general contingent,2,Basic Education,daytime,Secondary,66.55,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Unskilled workers,Technicians & associate professionals,53.5,1,0,0,1,female,0,20,0,0,7,12,6,58.33333335,0,0,7,10,3,65.0,0,16.2,0.3,-0.92,Enrolled,61.666666675,61-80,50-70,Very High,Low,Medium
single,1st phase - general contingent,1,Social Service,daytime,Secondary,71.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Farmers & agriculture,Skilled industry workers,68.05,1,0,0,1,female,0,18,0,0,6,8,6,69.2857143,0,0,6,6,6,75.0,0,13.9,-0.3,0.79,Graduate,72.14285715,61-80,50-70,High,Very Low,High
single,2nd phase - general contingent,2,Management,daytime,Secondary,61.5,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Admin staff,Skilled industry workers,57.65,1,0,0,1,female,1,18,0,0,5,9,3,65.0,0,0,5,11,3,55.00000000000001,0,8.9,1.4,3.51,Enrolled,60.0,41-60,50-70,Very Low,Medium,Very High
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,65.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Unskilled workers,69.9,1,0,0,1,female,0,19,0,0,5,6,5,67.0,0,0,5,5,5,64.0,0,10.8,1.4,1.74,Graduate,65.5,61-80,50-70,Low,Medium,High
single,1st phase - general contingent,3,Journalism and Communication,daytime,Secondary,79.0,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Admin staff,Skilled industry workers,78.5,1,0,0,1,female,0,18,0,0,6,6,6,63.33333335,0,0,6,7,6,62.85714285,0,10.8,1.4,1.74,Graduate,63.0952381,61-80,70-100,Low,Medium,High
single,2nd phase - general contingent,2,Nursing,daytime,Secondary,61.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,65.5,1,0,0,1,female,0,18,0,0,7,7,6,62.58333334999999,1,0,7,7,6,62.58333334999999,1,7.6,2.6,0.32,Dropout,62.58333334999999,61-80,50-70,Very Low,High,Medium
single,Change of course,1,Nursing,daytime,Secondary,65.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Unskilled workers,Personal services & sales,50.0,0,0,0,1,female,0,20,0,0,7,11,6,58.08333335,0,0,7,7,7,65.0,0,13.9,-0.3,0.79,Enrolled,61.541666675,61-80,0-50,High,Very Low,High
single,2nd phase - general contingent,1,Social Service,daytime,Secondary,77.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Unskilled workers,Skilled industry workers,70.2,1,0,0,1,female,1,20,0,0,6,13,2,50.0,0,0,6,12,4,53.75,0,7.6,2.6,0.32,Enrolled,51.875,41-60,70-100,Very Low,High,Medium
single,2nd phase - general contingent,1,Management,daytime,Secondary,60.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Technicians & associate professionals,Technicians & associate professionals,56.7,0,0,0,1,female,0,20,0,0,5,11,3,51.66666665,0,0,5,10,3,53.333333350000004,0,12.4,0.5,1.79,Enrolled,52.5,41-60,50-70,Medium,Low,High
single,1st phase - general contingent,2,Veterinary Nursing,daytime,Secondary,70.0,Portuguese,Basic 1st cycle (4th-5th),Basic 2nd cycle (6th-8th),Unskilled workers,Skilled industry workers,68.5,0,0,0,1,female,0,18,0,0,5,12,5,65.71428569999999,2,0,5,6,5,57.00000000000001,0,9.4,-0.8,-3.12,Graduate,61.35714285,61-80,50-70,Low,Very Low,Very Low
single,1st phase - general contingent,1,Management,daytime,Secondary,63.5,Portuguese,Bachelors degree,Basic 3rd cycle (9th-11th),Admin staff,Personal services & sales,60.9,0,0,0,1,female,0,18,0,0,5,5,5,63.0,0,0,5,5,5,70.0,0,11.1,0.6,2.02,Graduate,66.5,61-80,50-70,Medium,Low,Very High
single,2nd phase - general contingent,1,Tourism,daytime,Secondary,66.55,Portuguese,Secondary,Secondary,Admin staff,Personal services & sales,65.5,1,0,0,1,female,0,21,0,0,6,12,3,55.00000000000001,0,0,6,12,2,55.00000000000001,0,9.4,-0.8,-3.12,Dropout,55.00000000000001,41-60,50-70,Low,Very Low,Very Low
single,1st phase - general contingent,2,Management,daytime,Secondary,60.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Skilled industry workers,59.3,1,0,0,1,female,0,19,0,0,5,8,5,54.0,0,0,5,9,4,56.25,2,16.2,0.3,-0.92,Graduate,55.125,41-60,50-70,Very High,Low,Medium
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary,68.5,Portuguese,Higher education (diploma),Basic 3rd cycle (9th-11th),"Specialists (science, law, etc.)",Unskilled workers,61.14999999999999,0,0,0,1,female,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,0.0,0-20,50-70,Low,Medium,High
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,65.5,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Unskilled workers,Unskilled workers,63.95000000000001,0,0,0,1,female,1,19,0,0,5,5,5,64.0,0,0,5,5,5,71.0,0,9.4,-0.8,-3.12,Graduate,67.5,61-80,50-70,Low,Very Low,Very Low
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,65.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Admin staff,Skilled industry workers,60.650000000000006,1,0,0,1,female,0,19,0,0,6,15,6,70.83333334999999,0,0,6,13,6,61.0,0,15.5,2.8,-4.06,Graduate,65.91666667499999,61-80,50-70,Very High,High,Very Low
single,2nd phase - general contingent,6,Oral Hygiene,daytime,Secondary,61.0,Portuguese,Secondary,Secondary,Admin staff,Personal services & sales,58.550000000000004,1,0,0,1,female,0,19,0,0,7,12,5,60.5,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout,30.25,21-40,50-70,High,Very Low,High
single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,Technological specialization,80.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,80.0,1,0,0,1,female,0,20,0,1,6,7,6,70.83333334999999,0,1,6,17,5,68.8888889,0,12.4,0.5,1.79,Graduate,69.861111125,61-80,70-100,Medium,Low,High
single,1st phase - general contingent,1,Basic Education,daytime,Secondary,73.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Unskilled workers,Technicians & associate professionals,72.65,1,0,0,1,female,1,18,0,0,6,8,5,64.0,0,0,6,7,5,67.0,0,9.4,-0.8,-3.12,Enrolled,65.5,61-80,70-100,Low,Very Low,Very Low
single,2nd phase - general contingent,3,Social Service,daytime,Secondary,65.5,Portuguese,Secondary,Technological specialization,Personal services & sales,Technicians & associate professionals,61.3,1,0,0,1,female,0,18,0,0,6,7,6,65.0,0,0,6,6,6,68.33333335,0,12.4,0.5,1.79,Graduate,66.666666675,61-80,50-70,Medium,Low,High
single,2nd phase - general contingent,6,Nursing,daytime,Secondary,66.0,Portuguese,Secondary,Basic 1st cycle (4th-5th),Machine operators,Unskilled workers,64.0,1,0,0,1,female,0,19,0,0,7,7,7,67.33571429999999,0,0,8,9,8,75.05555555,0,12.4,0.5,1.79,Graduate,71.195634925,61-80,50-70,Medium,Low,High
single,1st phase - general contingent,3,Nursing,daytime,Secondary,69.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Personal services & sales,Machine operators,62.45,1,0,0,1,female,1,18,0,0,7,9,7,66.1875,0,0,8,9,7,68.7142857,0,13.9,-0.3,0.79,Dropout,67.45089285,61-80,50-70,High,Very Low,High
single,2nd phase - general contingent,2,Communication Design,daytime,Secondary,65.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,61.85000000000001,1,0,0,1,female,0,18,0,0,6,6,6,61.66666665,0,0,6,6,6,65.0,0,7.6,2.6,0.32,Graduate,63.333333325,61-80,50-70,Very Low,High,Medium
single,1st phase - general contingent,4,Management,daytime,Secondary,63.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Machine operators,60.04999999999999,1,0,0,1,female,0,19,0,0,5,7,5,62.0,0,0,5,5,5,73.0,0,8.9,1.4,3.51,Graduate,67.5,61-80,50-70,Very Low,Medium,Very High
single,2nd phase - general contingent,6,Nursing,daytime,Secondary,74.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Technicians & associate professionals,Technicians & associate professionals,65.85,1,0,0,1,female,0,19,0,0,7,8,5,70.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout,35.0,21-40,50-70,High,Very Low,High
single,Change of course,1,Social Service,daytime,Secondary,65.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Unskilled workers,Skilled industry workers,66.6,0,0,0,1,female,0,20,0,5,9,15,9,58.33333335,0,2,7,8,7,58.57142855000001,0,7.6,2.6,0.32,Graduate,58.452380950000006,41-60,50-70,Very Low,High,Medium
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,58.5,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Technicians & associate professionals,Unskilled workers,54.65,0,0,1,0,female,1,19,0,0,6,7,5,60.0,0,0,6,9,4,62.5,0,12.4,0.5,1.79,Dropout,61.25,61-80,50-70,Medium,Low,High
single,2nd phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,60.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Personal services & sales,Personal services & sales,56.49999999999999,1,0,0,1,female,0,20,0,0,5,7,4,61.0,0,0,5,5,4,57.49999999999999,0,7.6,2.6,0.32,Graduate,59.25,41-60,50-70,Very Low,High,Medium
single,1st phase - general contingent,1,Journalism and Communication,daytime,Secondary,76.5,Portuguese,Secondary,Secondary,Secretaries & office workers,"Food, textile, & wood industry workers",78.95,0,0,1,1,female,1,18,0,0,6,6,6,74.16666665,0,0,6,6,6,74.16666665,0,8.9,1.4,3.51,Graduate,74.16666665,61-80,70-100,Very Low,Medium,Very High
single,1st phase - general contingent,2,Nursing,daytime,Secondary,58.5,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Admin staff,Skilled industry workers,56.05,0,0,0,1,female,1,20,0,0,7,9,5,65.94,0,0,8,9,7,64.4642857,0,11.1,0.6,2.02,Enrolled,65.20214285,61-80,50-70,Medium,Low,Very High
single,3rd phase - general contingent,1,Nursing,daytime,Secondary,89.0,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Admin staff,Machine operators,87.35,0,0,0,1,female,0,18,0,0,7,8,7,85.625,0,0,8,8,8,87.93749999999999,0,13.9,-0.3,0.79,Graduate,86.78125,81-100,70-100,High,Very Low,High
single,1st phase - general contingent,5,Nursing,daytime,Secondary,64.5,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,64.4,1,0,0,1,female,0,19,0,0,7,7,6,63.33333335,0,0,7,7,6,63.33333335,0,7.6,2.6,0.32,Graduate,63.33333335,61-80,50-70,Very Low,High,Medium
single,1st phase - general contingent,6,Journalism and Communication,daytime,Secondary,57.99999999999999,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Admin staff,Admin staff,55.05,1,0,0,1,female,1,19,0,0,6,8,6,63.33333335,0,0,6,10,5,60.0,0,12.4,0.5,1.79,Graduate,61.666666675,61-80,50-70,Medium,Low,High
single,Change of institution/course,1,Management,daytime,Secondary,49.5,Portuguese,Higher education (diploma),Secondary,Technicians & associate professionals,Technicians & associate professionals,49.85,1,0,1,0,female,0,22,0,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,Enrolled,0.0,0-20,0-50,Very Low,Medium,Very High
