marital_status,application_mode,application_order,course,course_time,education_level,previous_grade,nationality,mother_education,father_education,mother_occupation,father_occupation,admission_grade,is_displaced,has_special_needs,is_debtor,is_tuition_paid,gender,is_scholarship_holder,age_at_enrollment,is_international,s1_credited,s1_enrolled,s1_evaluated,s1_approved,s1_grade,s1_not_evaluated,s2_credited,s2_enrolled,s2_evaluated,s2_approved,s2_grade,s2_not_evaluated,unemployment_rate,inflation_rate,gdp
single,1st phase - general contingent,2,Communication Design,daytime,Secondary,60.5,Portuguese,Masters degree,Secondary,"Specialists (science, law, etc.)",Technicians & associate professionals,60.35,1,0,0,1,female,0,18,0,0,6,8,4,53.75,0,0,6,9,0,0.0,0,9.4,-0.8,-3.12
single,Over 23 years old,1,Informatics Engineering,daytime,Basic 3rd cycle (9th-11th),66.55,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Personal services & sales,Technicians & associate professionals,50.45,1,0,0,1,male,0,24,0,0,5,9,1,60.0,0,0,5,6,3,52.5,0,10.8,1.4,1.74
single,2nd phase - general contingent,1,Management,daytime,Secondary,63.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Admin staff,Skilled industry workers,58.45,0,0,0,1,male,1,19,0,0,5,12,3,58.33333335,0,0,5,10,3,58.33333335,0,12.7,3.7,-1.7
single,1st phase - general contingent,1,Management,daytime,Secondary,58.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Personal services & sales,Skilled industry workers,59.20000000000001,0,0,0,1,male,0,20,0,0,5,8,5,50.0,0,0,5,10,2,60.0,0,7.6,2.6,0.32
single,2nd phase - general contingent,2,Informatics Engineering,daytime,Secondary,63.5,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Unskilled workers,Military professions,60.54999999999999,1,0,0,1,male,1,18,0,0,5,6,5,65.99999999999999,0,0,5,8,5,63.0,0,8.9,1.4,3.51
single,1st phase - general contingent,2,Management,daytime,Secondary,66.5,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Personal services & sales,Military professions,60.9,0,0,0,1,male,0,20,0,0,5,9,4,51.0,0,0,5,6,3,55.00000000000001,0,15.5,2.8,-4.06
single,Over 23 years old,1,Informatics Engineering,daytime,Higher education (diploma),60.0,Portuguese,Secondary,Secondary,Personal services & sales,Military professions,73.4,0,0,0,1,male,0,25,0,2,5,6,5,71.0,0,1,5,5,2,67.5,0,16.2,0.3,-0.92
single,1st phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,66.55,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Personal services & sales,Farmers & agriculture,69.0,0,0,1,1,male,0,22,0,0,6,8,6,63.125,0,0,6,11,2,72.5,0,11.1,0.6,2.02
single,1st phase - general contingent,1,Nursing,daytime,Secondary,74.5,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,69.0,0,0,0,1,male,0,18,0,0,8,11,6,67.48333335,1,0,8,11,6,67.48333335,1,9.4,-0.8,-3.12
single,2nd phase - general contingent,1,Management,daytime,Secondary,65.0,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Skilled industry workers,Admin staff,58.9,1,0,0,1,male,0,20,0,0,5,8,3,55.00000000000001,0,0,5,11,3,60.0,0,10.8,1.4,1.74
single,Technological specialization diploma holders,1,Tourism,daytime,Technological specialization,65.0,Portuguese,Technological specialization,Technological specialization,Kitchen assistants,Unskilled industry & transport workers,65.0,1,0,1,1,male,0,23,0,0,6,12,3,57.49999999999999,0,0,6,12,3,53.333333350000004,0,8.9,1.4,3.51
single,1st phase - general contingent,1,Equinculture,daytime,Secondary,66.0,Portuguese,Secondary,Secondary,Technicians & associate professionals,Technicians & associate professionals,71.95,1,0,0,1,male,0,20,0,0,5,14,2,55.00000000000001,3,0,5,9,3,63.33333335,0,9.4,-0.8,-3.12
single,1st phase - general contingent,6,Management,daytime,Secondary,60.5,Portuguese,Higher education (diploma),Basic 3rd cycle (9th-11th),Admin staff,Personal services & sales,58.4,0,0,0,1,male,0,20,0,0,5,14,3,62.0,0,0,5,8,5,54.16666665,0,13.9,-0.3,0.79
single,Over 23 years old,2,Management (evening attendance),evening,Secondary,86.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Unskilled workers,Machine operators,75.0,1,0,0,1,female,1,28,0,0,5,7,5,53.0,0,0,5,6,5,51.0,0,9.4,-0.8,-3.12
single,2nd phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,70.5,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Machine operators,Skilled industry workers,64.4,1,0,0,1,female,0,19,0,0,6,6,6,74.16666665,0,0,6,8,6,66.42857144999999,0,8.9,1.4,3.51
single,1st phase - general contingent,1,Nursing,daytime,Secondary,66.5,Portuguese,Higher education (diploma),Basic 3rd cycle (9th-11th),"Specialists (science, law, etc.)",Machine operators,63.35000000000001,0,0,0,1,female,0,19,0,0,7,12,4,62.24999999999999,0,0,7,11,5,58.5,0,16.2,0.3,-0.92
single,2nd phase - general contingent,1,Advertising and Marketing Management,daytime,Secondary,77.5,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Machine operators,67.35,1,0,0,1,female,0,20,0,0,6,8,5,67.0,0,0,6,10,4,65.0,0,12.7,3.7,-1.7
single,2nd phase - general contingent,1,Agronomy,daytime,Secondary,59.5,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Admin staff,Farmers & agriculture,56.60000000000001,0,0,1,1,female,0,20,0,0,6,8,6,66.66666665000001,0,0,6,8,5,70.0,0,11.1,0.6,2.02
single,Change of course,3,Nursing,daytime,Secondary,63.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 1st cycle (4th-5th),Farmers & agriculture,Personal services & sales,62.14999999999999,1,0,0,1,female,1,18,0,0,7,8,5,59.9,0,0,7,8,5,59.9,0,7.6,2.6,0.32
single,2nd phase - general contingent,3,Management,daytime,Secondary,59.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Personal services & sales,Skilled industry workers,59.0,0,0,0,1,female,0,20,0,0,5,11,4,55.00000000000001,0,0,5,7,5,65.99999999999999,0,12.4,0.5,1.79
single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,Technological specialization,70.0,Portuguese,Higher education (diploma),Secondary,"Specialists (science, law, etc.)",Technicians & associate professionals,70.0,1,0,0,1,female,0,19,0,0,6,10,5,63.33333335,0,0,6,19,4,58.75,0,12.4,0.5,1.79
single,1st phase - general contingent,2,Basic Education,daytime,Secondary,58.5,Portuguese,Secondary,Basic 2nd cycle (6th-8th),Admin staff,Unskilled workers,54.85,1,0,0,1,female,0,19,0,0,6,9,5,61.0,0,0,6,10,4,65.0,0,9.4,-0.8,-3.12
single,Over 23 years old,1,Management (evening attendance),evening,Secondary,60.0,Portuguese,Basic 2nd cycle (6th-8th),Secondary,Unskilled workers,Admin staff,61.6,0,0,0,1,female,0,27,0,0,5,9,3,53.333333350000004,0,0,5,7,4,57.00000000000001,0,10.8,1.4,1.74
single,1st phase - general contingent,6,Management,daytime,Secondary,64.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,58.25,0,0,0,1,female,0,18,0,0,5,9,3,58.33333335,0,0,5,15,2,55.00000000000001,0,7.6,2.6,0.32
single,1st phase - general contingent,1,Management,daytime,Secondary,64.5,Portuguese,Basic 1st cycle (4th-5th),Basic 2nd cycle (6th-8th),Admin staff,Unskilled workers,60.5,1,0,0,1,female,0,18,0,0,5,8,2,52.5,0,0,5,7,3,61.66666665,0,7.6,2.6,0.32
single,1st phase - general contingent,3,Nursing,daytime,Secondary,71.5,Portuguese,Basic 1st cycle (4th-5th),Basic 2nd cycle (6th-8th),Skilled industry workers,Skilled industry workers,66.9,1,0,0,1,female,0,18,0,0,8,8,8,71.34375,0,0,8,8,8,71.34375,0,9.4,-0.8,-3.12
single,1st phase - general contingent,1,Management,daytime,Secondary,65.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,65.9,1,0,0,1,female,1,19,0,0,5,8,2,52.5,0,0,5,11,3,66.66666665000001,0,7.6,2.6,0.32
single,1st phase - general contingent,1,Social Service,daytime,Secondary,67.5,Portuguese,Basic 1st cycle (4th-5th),Secondary,Technicians & associate professionals,Personal services & sales,60.5,0,0,0,1,female,0,21,0,0,6,11,5,55.99999999999999,0,0,6,15,1,50.0,0,7.6,2.6,0.32
single,Short cycle diploma holders,1,Veterinary Nursing,daytime,Professional higher technical course,70.0,Portuguese,Secondary,Secondary,Personal services & sales,Personal services & sales,71.65,1,0,0,0,female,0,23,0,7,12,19,9,68.33333335,0,4,9,15,6,67.5,0,8.9,1.4,3.51
single,1st phase - general contingent,4,Social Service,daytime,Secondary,62.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 2nd cycle (6th-8th),Unskilled workers,Farmers & agriculture,57.45,1,0,1,1,female,1,19,0,0,6,9,5,57.00000000000001,0,0,6,9,3,50.0,0,8.9,1.4,3.51
single,1st phase - general contingent,1,Social Service,daytime,Secondary,67.5,Portuguese,Basic 1st cycle (4th-5th),Basic 3rd cycle (9th-11th),Personal services & sales,Military professions,60.5,0,0,1,1,female,0,18,0,0,6,10,5,53.0,0,0,6,14,2,50.0,0,7.6,2.6,0.32
single,1st phase - general contingent,1,Nursing,daytime,Secondary,58.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Kitchen assistants,Unskilled industry & transport workers,58.70000000000001,1,0,0,1,female,0,19,0,0,7,12,5,59.00000000000001,0,0,7,9,6,58.54166665,0,11.1,0.6,2.02
single,1st phase - general contingent,1,Basic Education,daytime,Secondary,66.5,Portuguese,Basic 1st cycle (4th-5th),Basic 3rd cycle (9th-11th),Skilled industry workers,Skilled industry workers,63.35000000000001,1,0,0,1,female,0,18,0,0,6,9,5,59.166666649999996,0,0,6,6,4,60.0,0,15.5,2.8,-4.06
single,1st phase - general contingent,1,Tourism,daytime,Secondary,70.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Unskilled workers,Technicians & associate professionals,65.0,0,0,0,1,male,0,21,0,0,6,8,6,62.85714285,0,0,6,10,4,65.0,0,12.7,3.7,-1.7
single,1st phase - general contingent,1,Tourism,daytime,Secondary,77.0,Portuguese,Higher education (diploma),Secondary,"Specialists (science, law, etc.)",Govt & executive leaders,68.6,0,0,0,1,male,0,20,0,0,6,12,3,50.0,0,0,6,9,5,54.0,0,15.5,2.8,-4.06
single,Technological specialization diploma holders,1,Veterinary Nursing,daytime,Technological specialization,65.0,Portuguese,Bachelors degree,Bachelors degree,Farmers & agriculture,Farmers & agriculture,65.0,0,0,0,0,male,0,20,0,2,6,10,5,65.99999999999999,0,1,6,21,3,60.0,0,12.4,0.5,1.79
married,Transfer,1,Management (evening attendance),evening,Higher education (diploma),61.5,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,61.5,0,0,0,1,male,0,37,0,0,5,10,5,79.0,0,0,5,5,5,88.00000000000001,0,9.4,-0.8,-3.12
single,Change of course,1,Advertising and Marketing Management,daytime,Secondary,71.0,Portuguese,Basic 2nd cycle (6th-8th),Secondary,Machine operators,Military professions,69.25,1,0,0,1,male,0,18,0,0,6,16,5,69.0,0,0,6,7,5,62.0,0,13.9,-0.3,0.79
single,1st phase - general contingent,1,Tourism,daytime,Secondary,57.49999999999999,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Technicians & associate professionals,Skilled industry workers,56.8,0,0,0,1,male,0,23,0,0,6,10,6,65.0,0,0,6,9,6,60.0,0,11.1,0.6,2.02
single,Change of course,1,Advertising and Marketing Management,daytime,Secondary,70.5,Portuguese,Higher education (diploma),Bachelors degree,"Specialists (science, law, etc.)","Specialists (science, law, etc.)",66.65,1,0,0,1,male,0,18,0,0,6,13,4,68.75,0,0,6,8,5,55.99999999999999,0,13.9,-0.3,0.79
single,Change of course,1,Journalism and Communication,daytime,Secondary,70.0,Portuguese,Higher education (diploma),Basic 1st cycle (4th-5th),Technicians & associate professionals,Skilled industry workers,58.45,0,0,0,1,male,0,32,0,6,11,15,7,56.42857145,0,5,7,10,6,61.66666665,0,13.9,-0.3,0.79
single,1st phase - general contingent,1,Animation and Multimedia Design,daytime,Secondary,68.5,Portuguese,Secondary,Higher education (diploma),Technicians & associate professionals,Skilled industry workers,73.25,1,0,1,1,male,0,19,0,6,12,13,11,60.0,0,4,11,15,10,55.9090909,0,8.9,1.4,3.51
single,1st phase - special contingent (Azores Island),1,Animation and Multimedia Design,daytime,Secondary,68.5,Portuguese,Higher education (diploma),Basic 3rd cycle (9th-11th),Govt & executive leaders,Military professions,72.35,1,0,0,1,male,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92
single,International student (bachelor),1,Management,daytime,Secondary,66.55,Angolan,Secondary,Higher education (diploma),Unskilled farm & fishery workers,Technicians & associate professionals,50.0,0,0,1,1,male,0,40,1,0,5,10,1,55.00000000000001,0,0,5,10,1,50.0,0,11.1,0.6,2.02
single,1st phase - general contingent,4,Management,daytime,Secondary,60.0,Portuguese,Basic 2nd cycle (6th-8th),Basic 2nd cycle (6th-8th),Personal services & sales,Military professions,55.65,0,0,0,1,male,0,20,0,0,5,8,5,51.0,0,0,5,7,5,55.99999999999999,0,12.4,0.5,1.79
single,Technological specialization diploma holders,1,Equinculture,daytime,Technological specialization,75.0,Portuguese,Secondary,Secondary,Admin staff,Admin staff,75.0,1,0,0,1,female,0,20,0,0,5,7,4,60.0,1,0,5,6,4,62.0,0,10.8,1.4,1.74
single,1st phase - general contingent,3,Nursing,daytime,Secondary,68.0,Portuguese,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Unskilled workers,65.55,1,0,0,1,female,0,19,0,0,7,9,6,67.05714284999999,0,0,8,12,7,66.4722222,0,15.5,2.8,-4.06
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,63.0,Portuguese,Higher education (diploma),Secondary,"Specialists (science, law, etc.)",Machine operators,61.95,1,0,0,1,female,0,19,0,0,6,13,4,59.00000000000001,0,0,6,18,4,61.0,0,12.4,0.5,1.79
single,2nd phase - general contingent,1,Basic Education,daytime,Secondary,59.5,Portuguese,Higher education (diploma),Higher education (diploma),Health technicians,Health technicians,55.3,0,0,0,1,female,0,20,0,0,7,9,6,59.166666649999996,0,0,7,7,6,71.66666665,0,11.1,0.6,2.02
single,1st phase - general contingent,3,Nursing,daytime,Secondary,77.0,Portuguese,Higher education (diploma),Higher education (diploma),Govt & executive leaders,Technicians & associate professionals,64.5,1,0,0,1,female,0,18,0,0,8,9,6,66.725,2,0,8,9,6,66.725,2,9.4,-0.8,-3.12
single,1st phase - general contingent,1,Basic Education,daytime,Secondary,63.5,Portuguese,Higher education (diploma),Secondary,Technicians & associate professionals,Skilled industry workers,68.6,1,0,0,1,female,0,18,0,0,6,7,6,60.83333335,0,0,6,10,4,63.74999999999999,0,10.8,1.4,1.74
single,Short cycle diploma holders,1,Communication Design,daytime,Professional higher technical course,65.0,Portuguese,Higher education (diploma),Basic 3rd cycle (9th-11th),Technicians & associate professionals,Personal services & sales,65.0,1,0,0,0,female,1,22,0,0,6,8,6,55.00000000000001,0,0,6,10,4,60.0,0,8.9,1.4,3.51
single,2nd phase - general contingent,2,Management,daytime,Secondary,59.0,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Unskilled workers,Technicians & associate professionals,56.75,1,0,1,1,female,0,20,0,0,5,10,2,57.49999999999999,0,0,5,8,3,50.0,0,11.1,0.6,2.02
single,1st phase - general contingent,1,Equinculture,daytime,Secondary,71.5,Portuguese,Higher education (diploma),Higher education (diploma),"Specialists (science, law, etc.)",Military professions,70.65,0,0,1,0,female,0,23,0,0,6,10,6,70.0,0,0,6,11,4,65.0,0,11.1,0.6,2.02
single,1st phase - general contingent,5,Communication Design,daytime,Secondary,61.5,Portuguese,Higher education (diploma),Secondary,Unskilled workers,Technicians & associate professionals,60.650000000000006,1,0,0,1,female,0,20,0,0,6,6,6,55.833333350000004,0,0,6,9,6,57.49999999999999,0,12.4,0.5,1.79
single,Change of institution/course,1,Management,daytime,Secondary,65.0,Portuguese,Secondary,Secondary,Admin staff,Admin staff,60.0,0,0,0,1,female,0,21,0,0,5,9,5,64.0,0,0,5,11,3,63.33333335,0,11.1,0.6,2.02
single,2nd phase - general contingent,1,Communication Design,daytime,Secondary,68.0,Portuguese,Secondary,Basic 1st cycle (4th-5th),Admin staff,Personal services & sales,65.4,0,0,0,1,female,0,20,0,0,6,6,6,62.5,0,0,6,8,6,57.49999999999999,0,10.8,1.4,1.74
single,2nd phase - general contingent,2,Nursing,daytime,Secondary,66.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 1st cycle (4th-5th),Technicians & associate professionals,Personal services & sales,62.7,1,0,0,0,female,1,20,0,0,7,7,7,67.3142857,0,0,8,10,7,65.82142855,0,11.1,0.6,2.02
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,70.0,Spanish,Secondary,Basic 3rd cycle (9th-11th),Admin staff,Skilled industry workers,65.8,1,0,0,1,female,0,20,1,0,7,9,6,73.57142855000001,0,1,7,16,6,65.99999999999999,0,12.4,0.5,1.79
single,Change of course,1,Equinculture,daytime,Secondary,60.0,Spanish,Secondary,Higher education (diploma),Unskilled workers,"Specialists (science, law, etc.)",60.0,0,0,1,1,female,0,21,1,2,5,9,5,65.99999999999999,2,0,5,7,2,62.5,2,10.8,1.4,1.74
single,1st phase - general contingent,3,Informatics Engineering,daytime,Secondary,66.5,Portuguese,Higher education (diploma),Secondary,Technicians & associate professionals,Admin staff,60.9,1,0,0,1,male,0,18,0,0,5,9,4,60.0,0,0,5,10,2,55.00000000000001,0,8.9,1.4,3.51
single,Change of institution/course,1,Oral Hygiene,daytime,Secondary,65.5,Portuguese,Secondary,Basic 1st cycle (4th-5th),Sellers,Unskilled industry & transport workers,63.3,1,0,0,1,male,0,23,0,0,7,11,5,62.07142854999999,0,0,7,13,2,67.5,0,8.9,1.4,3.51
single,2nd phase - general contingent,1,Management,daytime,Secondary,57.99999999999999,Portuguese,Higher education (diploma),Secondary,Technicians & associate professionals,Admin staff,57.85,0,0,0,0,male,0,22,0,0,5,10,4,57.49999999999999,0,0,5,11,4,70.0,0,8.9,1.4,3.51
single,1st phase - general contingent,1,Veterinary Nursing,daytime,Secondary,61.0,Portuguese,Secondary,Secondary,"Specialists (science, law, etc.)",Personal services & sales,56.65,1,0,0,1,female,0,18,0,0,5,9,4,71.25,0,0,5,8,5,63.57142855,0,10.8,1.4,1.74
single,1st phase - special contingent (Azores Island),2,Basic Education,daytime,Secondary,61.0,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Admin staff,Personal services & sales,56.3,1,0,0,1,female,0,22,0,0,6,10,5,63.0,0,0,6,9,4,56.25,0,12.7,3.7,-1.7
single,2nd phase - general contingent,4,Informatics Engineering,daytime,Secondary,63.5,Portuguese,Basic 3rd cycle (9th-11th),Basic 3rd cycle (9th-11th),Personal services & sales,Personal services & sales,60.199999999999996,1,0,1,0,male,0,18,0,0,5,12,0,0.0,0,0,5,8,0,0.0,0,9.4,-0.8,-3.12
single,1st phase - general contingent,1,Oral Hygiene,daytime,Secondary,67.5,Portuguese,Secondary,Secondary,Govt & executive leaders,Govt & executive leaders,65.75,0,0,0,1,male,1,21,0,0,7,14,5,55.99999999999999,0,0,8,11,6,57.91666665,0,16.2,0.3,-0.92
single,1st phase - general contingent,1,Tourism,daytime,Secondary,56.00000000000001,Portuguese,Basic 2nd cycle (6th-8th),Basic 3rd cycle (9th-11th),Unskilled workers,Personal services & sales,56.89999999999999,1,0,0,1,female,0,21,0,0,6,10,6,54.16666665,0,0,6,10,4,55.00000000000001,0,7.6,2.6,0.32
single,2nd phase - general contingent,5,Social Service,daytime,Secondary,65.0,Portuguese,Basic 3rd cycle (9th-11th),Secondary,Personal services & sales,Personal services & sales,65.0,1,0,0,1,female,0,20,0,0,6,8,4,56.25,0,0,6,15,3,50.0,0,9.4,-0.8,-3.12
divorced,Over 23 years old,1,Management (evening attendance),evening,Secondary,60.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Unskilled workers,Unskilled workers,55.00000000000001,0,0,0,1,female,0,37,0,0,5,14,2,50.0,0,0,5,7,3,56.666666649999996,0,12.7,3.7,-1.7
married,Over 23 years old,1,Social Service (evening attendance),evening,Secondary,66.55,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Farmers & agriculture,Machine operators,50.0,0,0,1,1,female,0,37,0,3,8,12,7,56.875,0,2,7,10,6,60.83333335,0,13.9,-0.3,0.79
single,Over 23 years old,1,Veterinary Nursing,daytime,Secondary,70.0,Portuguese,Basic 1st cycle (4th-5th),Basic 3rd cycle (9th-11th),191,Subsistence farmers & fishermen,64.65,1,0,1,1,female,0,28,0,0,6,17,0,0.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51
single,1st phase - general contingent,5,Management,daytime,Secondary,62.5,Portuguese,Basic 1st cycle (4th-5th),Basic 2nd cycle (6th-8th),Skilled industry workers,Skilled industry workers,61.1,1,0,0,1,female,0,18,0,0,5,9,1,55.00000000000001,0,0,5,9,2,62.5,0,7.6,2.6,0.32
single,Over 23 years old,1,Nursing,daytime,Secondary,50.0,Portuguese,Higher education (diploma),Secondary,"Specialists (science, law, etc.)",Personal services & sales,60.650000000000006,1,0,0,1,female,0,34,0,0,8,11,7,58.52857145,0,0,8,11,7,58.52857145,0,10.8,1.4,1.74
single,Technological specialization diploma holders,1,Management (evening attendance),evening,Technological specialization,75.0,Portuguese,Basic 1st cycle (4th-5th),Basic 1st cycle (4th-5th),Farmers & agriculture,Farmers & agriculture,75.0,0,0,0,1,female,0,31,0,2,6,8,6,60.0,0,2,7,8,7,67.14285715,0,9.4,-0.8,-3.12
